query	target	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue	bits
aph(2'')-Ia	WP_057097547.1	0.846	484	74	0	1	484	1	483	4.644e-278	848
aph(2'')-Ia	WP_021424053.1	0.794	286	59	0	199	484	12	296	2.5769999999999998e-146	467
aph(3')-III	WP_032491780.1	0.965	264	9	0	1	264	1	264	2.3459999999999998e-175	538
aph(3')-III	WP_004206941.1	0.522	244	116	0	21	264	19	262	1.6720000000000002e-72	241
aph(3')-III	WP_000422633.1	0.358	239	152	0	25	263	22	258	1.155e-38	143
aph(3')-VI	WP_000422636.1	0.938	259	16	0	1	259	1	259	3.789e-166	511
aph(3')-VI	WP_014386410.1	0.934	259	17	0	1	259	1	259	2.5120000000000004e-165	509
aph(3')-VI	WP_000422633.1	0.893	259	28	0	1	259	1	259	1.06e-156	484
blaACC-3	WP_063857697.1	0.883	377	44	0	1	377	1	377	5.449e-227	694
blaACC-3	WP_039189232.1	0.881	377	45	0	1	377	1	377	1.921e-226	692
blaACC-3	WP_032491956.1	0.879	377	45	0	1	377	1	377	6.774e-226	691
blaACC-4	WP_063857708.1	0.96	386	15	0	1	386	5	390	4.78e-257	781
blaACC-4	WP_032491956.1	0.956	386	17	0	1	386	5	390	8.146e-256	777
blaACC-4	WP_063857715.1	0.953	386	18	0	1	386	1	386	7.393e-255	775
blaCMG	WP_111967096.1	0.961	347	13	0	1	347	10	356	7.014e-231	703
blaCMG	WP_023293464.1	0.941	347	20	0	1	347	10	356	2.864e-225	687
blaCMG	WP_152315466.1	0.941	347	20	0	1	347	10	356	3.926e-225	687
blaGOB-2	WP_063860523.1	0.985	247	4	0	1	247	27	273	6.704000000000001e-168	516
blaGOB-2	WP_102793805.1	0.985	247	4	0	1	247	27	273	6.704000000000001e-168	516
blaGOB-2	WP_078407131.1	0.981	247	5	0	1	247	27	273	6.0939999999999994e-167	513
blaGOB-3	WP_078724262.1	0.983	247	4	0	1	247	27	273	1.726e-167	514
blaGOB-3	WP_078675023.1	0.979	247	5	0	1	247	27	273	1.1450000000000001e-166	512
blaGOB-3	WP_058879139.1	0.976	247	6	0	1	247	27	273	5.540000000000001e-166	510
blaGOB-4	WP_078724262.1	0.988	247	3	0	1	247	27	273	1.899e-168	517
blaGOB-4	WP_024566153.1	0.987	247	3	0	1	247	27	273	3.568e-168	516
blaGOB-4	WP_078675023.1	0.984	247	4	0	1	247	27	273	1.26e-167	515
blaGOB-5	WP_049037557.1	0.989	247	3	0	1	247	27	273	1.386e-168	518
blaGOB-5	WP_058879139.1	0.982	247	4	0	1	247	27	273	3.244e-167	514
blaGOB-5	WP_024566153.1	0.981	247	5	0	1	247	27	273	4.446e-167	513
blaGOB-6	WP_024566153.1	0.983	247	4	0	1	247	27	273	1.726e-167	514
blaGOB-6	WP_047034183.1	0.979	247	5	0	1	247	27	273	1.1450000000000001e-166	512
blaGOB-6	WP_078724262.1	0.977	247	6	0	1	247	27	273	4.0420000000000004e-166	511
blaGOB-7	WP_034866180.1	0.995	247	1	0	1	247	27	273	5.919e-170	522
blaGOB-7	WP_078678126.1	0.992	247	2	0	1	247	27	273	2.864e-169	520
blaGOB-7	WP_045183849.1	0.989	247	3	0	1	247	27	273	1.011e-168	518
blaKPC-9	WP_111672911.1	0.951	281	14	0	1	281	9	289	9.033000000000001e-184	563
blaKPC-9	WP_004152396.1	0.949	281	14	0	1	281	9	289	3.187e-183	562
blaKPC-9	WP_087744800.1	0.949	281	14	0	1	281	9	289	3.187e-183	562
blaLEN10	WP_022065596.1	0.946	261	14	0	1	261	15	275	2.953e-169	520
blaLEN10	WP_080923375.1	0.944	261	15	0	1	261	15	275	7.604e-169	519
blaLEN10	WP_012968280.1	0.943	261	15	0	1	261	15	275	1.4290000000000001e-168	518
blaLEN12	WP_110196444.1	0.945	261	14	0	1	261	15	275	5.548e-169	520
blaLEN12	WP_063860826.1	0.939	261	16	0	1	261	15	275	9.471e-168	516
blaLEN12	WP_032735535.1	0.939	261	16	0	1	261	15	275	9.471e-168	516
blaLEN13	WP_012968280.1	0.945	261	14	0	1	261	15	275	4.048e-169	520
blaLEN13	WP_063860825.1	0.944	261	15	0	1	261	15	275	7.604e-169	519
blaLEN13	WP_022065596.1	0.943	261	15	0	1	261	15	275	1.4290000000000001e-168	518
blaLEN3	WP_032735535.1	0.937	271	17	0	1	271	11	281	5.568e-174	535
blaLEN3	WP_123836928.1	0.936	271	17	0	1	271	11	281	1.046e-173	534
blaLEN3	WP_063860826.1	0.932	271	18	0	1	271	11	281	6.933e-173	531
blaLEN4	WP_008804981.1	0.939	271	16	0	1	271	11	281	2.964e-174	535
blaLEN4	WP_046619698.1	0.937	271	17	0	1	271	11	281	7.631e-174	534
blaLEN4	WP_039103359.1	0.936	271	17	0	1	271	11	281	1.046e-173	534
blaLEN7	WP_046619698.1	0.946	261	14	0	1	261	15	275	2.953e-169	520
blaLEN7	WP_039103359.1	0.945	261	14	0	1	261	15	275	4.048e-169	520
blaLEN7	WP_080923375.1	0.944	261	15	0	1	261	15	275	1.042e-168	519
blaLEN8	WP_044614545.1	0.951	261	13	0	1	261	15	275	2.3709999999999998e-170	524
blaLEN8	WP_032735535.1	0.941	261	15	0	1	261	15	275	3.678e-168	517
blaLEN8	WP_123836928.1	0.94	261	16	0	1	261	15	275	6.910000000000001e-168	516
blaLEN9	WP_032735535.1	0.948	261	14	0	1	261	15	275	1.1469999999999999e-169	522
blaLEN9	WP_123836928.1	0.947	261	14	0	1	261	15	275	2.1549999999999998e-169	521
blaLEN9	WP_063860799.1	0.946	261	14	0	1	261	15	275	2.953e-169	520
blaOKP-B-12	WP_032456002.1	0.937	261	16	0	1	261	15	275	2.439e-167	515
blaOKP-B-12	WP_087833272.1	0.934	261	17	0	1	261	15	275	1.18e-166	513
blaOKP-B-12	WP_063860912.1	0.932	261	18	0	1	261	15	275	3.0370000000000005e-166	512
blaOKP-B-14	WP_004205995.1	0.924	270	20	0	1	270	11	280	1.927e-170	524
blaOKP-B-14	WP_122543028.1	0.922	270	21	0	1	270	11	280	6.799e-170	523
blaOKP-B-14	WP_057215100.1	0.921	270	21	0	1	270	11	280	1.277e-169	522
blaOXA-116	WP_152315478.1	0.986	185	3	0	1	185	84	268	1.585e-124	387
blaOXA-116	WP_122630911.1	0.986	185	3	0	1	185	84	268	1.585e-124	387
blaOXA-116	WP_063862945.1	0.986	185	3	0	1	185	84	268	1.585e-124	387
blaOXA-13	WP_063861309.1	0.943	266	15	0	1	266	1	266	6.826e-172	528
blaOXA-13	WP_122630858.1	0.94	266	16	0	1	266	1	266	2.4089999999999997e-171	527
blaOXA-13	WP_063861035.1	0.94	266	16	0	1	266	1	266	2.4089999999999997e-171	527
blaOXA-16	WP_064056056.1	0.959	168	7	0	1	168	99	266	5.539000000000001e-109	341
blaOXA-16	WP_063861041.1	0.959	168	7	0	1	168	99	266	5.539000000000001e-109	341
blaOXA-16	WP_063860939.1	0.954	168	8	0	1	168	99	266	2.683e-108	339
blaOXA-289	WP_004683508.1	0.91	265	24	0	1	265	15	279	5.681e-164	505
blaOXA-289	WP_005297518.1	0.777	259	58	0	4	262	18	276	1.14e-131	412
blaOXA-289	WP_005185807.1	0.766	262	61	0	1	262	15	276	4.0220000000000004e-131	411
blaOXA-290	WP_004683508.1	0.912	265	23	0	1	265	15	279	1.61e-164	507
blaOXA-290	WP_005227858.1	0.772	262	60	0	1	262	22	283	2.3600000000000002e-132	414
blaOXA-290	WP_005282462.1	0.772	262	60	0	1	262	22	283	3.2340000000000003e-132	414
blaOXA-34	WP_001007673.1	0.975	257	6	0	1	257	1	257	1.2650000000000001e-172	530
blaOXA-34	WP_058132644.1	0.974	257	7	0	1	257	1	257	1.734e-172	529
blaOXA-34	WP_063861826.1	0.974	257	7	0	1	257	1	257	1.734e-172	529
blaOXA-36	WP_063861048.1	0.999	202	0	0	1	202	56	257	1.071e-138	429
blaOXA-36	WP_001007673.1	0.999	202	0	0	1	202	56	257	1.071e-138	429
blaOXA-36	WP_071846203.1	0.999	202	0	0	1	202	56	257	1.071e-138	429
blaOXA-410	WP_001021776.1	0.96	273	11	0	1	273	1	273	1.64e-180	554
blaOXA-410	WP_063862945.1	0.958	273	11	0	1	273	1	273	5.7890000000000005e-180	552
blaOXA-410	WP_152315483.1	0.958	273	11	0	1	273	1	273	5.7890000000000005e-180	552
blaOXA-490	WP_046991607.1	0.952	253	12	0	1	253	1	253	3.5580000000000003e-165	508
blaOXA-490	WP_020848173.1	0.946	253	14	0	1	253	1	253	8.327e-164	504
blaOXA-490	WP_072678505.1	0.486	218	109	0	28	241	35	252	1.9870000000000002e-57	197
blaOXA-60b	WP_063864500.1	0.953	271	13	0	1	271	1	271	1.535e-177	545
blaOXA-60b	WP_102607463.1	0.918	271	22	0	1	271	1	271	9.765e-170	522
blaOXA-60b	WP_045219469.1	0.909	269	24	0	1	269	1	269	2.583e-166	512
blaOXA-60c	WP_102607463.1	0.927	271	20	0	1	271	1	271	1.183e-171	528
blaOXA-60c	WP_045219469.1	0.919	269	22	0	1	269	1	269	1.666e-168	519
blaOXA-60c	WP_063864500.1	0.918	271	22	0	1	271	1	271	1.338e-169	522
blaOXA-60d	WP_102607463.1	0.917	271	22	0	1	271	1	271	1.834e-169	522
blaOXA-60d	WP_063864500.1	0.909	271	25	0	1	271	1	271	1.104e-167	516
blaOXA-60d	WP_045219469.1	0.909	269	24	0	1	269	1	269	2.583e-166	512
blaOXY-1-5	WP_025107110.1	0.935	290	19	0	1	290	1	290	4.734e-186	571
blaOXY-1-5	WP_063864545.1	0.933	290	19	0	1	290	1	290	1.67e-185	569
blaOXY-1-5	WP_014228247.1	0.93	290	20	0	1	290	1	290	1.1070000000000001e-184	567
blaPAM-1	WP_044403015.1	0.724	283	78	0	1	283	1	283	3.401e-132	415
blaPAM-1	WP_140423326.1	0.724	283	78	0	1	283	1	283	3.401e-132	415
blaPAM-1	WP_063842689.1	0.655	267	92	0	17	283	19	285	8.158000000000001e-109	347
blaPLA-4A	WP_047664983.1	0.942	291	17	0	1	291	1	291	2.336e-188	577
blaPLA-4A	WP_032696109.1	0.939	291	18	0	1	291	1	291	1.5479999999999998e-187	575
blaPLA-4A	WP_032699754.1	0.938	291	18	0	1	291	1	291	2.1219999999999999e-187	574
blaSHV-187	WP_004179754.1	0.937	281	18	0	1	281	6	286	1.272e-180	554
blaSHV-187	WP_001620095.1	0.937	281	18	0	1	281	6	286	1.272e-180	554
blaSHV-187	WP_063864607.1	0.936	281	18	0	1	281	6	286	3.275e-180	553
blaVIM-48	WP_003108247.1	0.958	258	11	0	1	258	1	258	1.219e-169	522
blaVIM-48	WP_023442721.1	0.956	258	11	0	1	258	1	258	3.1369999999999995e-169	521
blaVIM-48	WP_063865166.1	0.956	258	11	0	1	258	1	258	3.1369999999999995e-169	521
blaZEG-1	WP_164461280.1	0.913	335	29	0	1	335	23	357	1.226e-209	641
blaZEG-1	WP_060573544.1	0.911	335	30	0	1	335	23	357	4.3260000000000003e-209	640
blaZEG-1	WP_164461282.1	0.91	335	30	0	1	335	23	357	1.113e-208	638
cat	WP_002210545.1	0.818	214	39	0	1	214	1	214	3.049e-115	362
cat	WP_005826111.1	0.552	207	92	0	12	217	7	213	7.66e-66	220
cat	WP_011751353.1	0.547	204	92	0	11	213	6	209	6.273e-64	214
cat(pC221)	WP_032488880.1	0.643	206	73	0	1	206	1	206	6.363999999999999e-81	263
cat(pC221)	WP_039139170.1	0.642	215	77	0	1	215	1	215	9.386e-85	274
cat(pC221)	WP_063843221.1	0.589	216	88	0	1	215	1	216	1.005e-75	248
cat(pC233)	WP_032488880.1	0.654	206	71	0	1	206	1	206	7.73e-83	269
cat(pC233)	WP_039139170.1	0.651	215	75	0	1	215	1	215	2.932e-86	278
cat(pC233)	WP_063843221.1	0.582	216	89	0	1	215	1	216	1.711e-74	244
catS	WP_002570989.1	0.827	155	27	0	1	155	30	184	3.2959999999999996e-83	266
catS	WP_063843233.1	0.806	155	30	0	1	155	30	184	1.326e-80	259
catS	WP_043774378.1	0.663	155	52	0	1	155	30	184	2.256e-62	206
catT	WP_011751353.1	0.569	207	88	0	10	215	6	212	1.1239999999999999e-68	228
catT	WP_005826111.1	0.542	210	95	0	7	215	3	212	2.935e-65	218
catT	WP_050945244.1	0.497	205	101	0	13	213	7	211	7.79e-56	191
cfxA2	WP_004339683.1	0.945	321	18	0	1	321	1	321	4.226e-209	639
cfxA2	WP_057280848.1	0.941	321	19	0	1	321	1	321	7.206e-208	635
cfxA2	WP_032946415.1	0.941	321	19	0	1	321	1	321	7.206e-208	635
cml	WP_001256773.1	0.583	216	88	0	51	263	189	404	4.517e-73	245
cml	WP_001256776.1	0.574	216	90	0	51	263	189	404	1.418e-71	241
cml	WP_032489896.1	0.535	239	110	0	27	263	166	404	1.582e-72	243
cphA1	WP_063865211.1	0.957	254	11	0	1	254	1	254	6.189e-167	513
cphA1	WP_063865212.1	0.953	254	12	0	1	254	1	254	4.104e-166	511
cphA1	WP_063844281.1	0.949	254	13	0	1	254	1	254	2.721e-165	509
dfrA22	WP_063844371.1	0.943	165	9	0	1	165	1	165	1.167e-104	329
dfrA22	WP_032667553.1	0.925	165	12	0	1	165	1	165	2.4940000000000003e-102	322
dfrA22	WP_034072810.1	0.908	165	15	0	1	165	1	165	5.333e-100	315
dfrB7	WP_063844479.1	0.848	77	12	0	1	77	1	77	4.527e-40	138
dfrB7	WP_063844477.1	0.845	78	12	0	1	78	1	78	1.751e-40	139
dfrB7	WP_071846200.1	0.845	78	12	0	1	78	1	78	1.751e-40	139
erm(50)	WP_036428783.1	0.533	252	111	0	7	258	5	242	1.964e-77	256
erm(50)	WP_015345217.1	0.528	260	121	0	1	260	1	257	4.519e-79	260
erm(50)	WP_087587931.1	0.521	261	121	0	1	261	1	254	5.586e-78	257
fexB	WP_015585966.1	0.57	463	198	0	4	465	12	474	1.822e-160	507
fexB	WP_052413892.1	0.222	413	317	0	13	425	28	436	5.0860000000000004e-26	111
fexB	WP_100931728.1	0.21	410	322	0	21	428	38	447	3.808e-22	98
fmrO	WP_063851283.1	0.297	183	123	0	3	178	28	210	1.375e-18	84
fmrO	WP_063978071.1	0.286	183	125	0	3	178	28	210	4.979e-17	79
fmrO	WP_063866478.1	0.252	183	134	0	1	180	19	201	3.75e-12	64
fosX	WP_014714131.1	0.642	137	47	0	4	140	3	134	7.693e-52	176
fosX	WP_054882068.1	0.604	137	52	0	4	140	3	134	1.3599999999999999e-47	164
fosX	WP_010989789.1	0.583	138	55	0	1	138	1	133	1.543e-45	158
grmA	WP_063978071.1	0.862	274	38	0	1	274	1	274	5.343e-159	492
grmA	WP_063851283.1	0.845	274	42	0	1	274	1	274	3.634e-155	481
grmA	WP_063866478.1	0.272	264	189	0	10	273	3	263	2.903e-25	104
grmO	WP_063851283.1	0.311	258	174	0	25	278	17	274	1.5290000000000002e-32	126
grmO	WP_063978071.1	0.31	265	179	0	18	278	10	274	2.4e-33	128
grmO	WP_063866478.1	0.235	224	170	0	18	240	3	226	1.032e-13	69
kgmB	WP_063851283.1	0.553	268	118	0	13	278	7	274	5.927e-87	284
kgmB	WP_063978071.1	0.544	268	121	0	13	278	7	274	4.827e-85	278
kgmB	WP_023434793.1	0.282	266	184	0	13	278	2	258	1.863e-27	111
kmr	WP_032492089.1	0.316	206	140	0	1	205	1	206	1.297e-25	103
kmr	WP_063964000.1	0.309	194	133	0	5	198	5	197	1.1709999999999998e-22	94
lmr(A)	WP_112021705.1	0.253	416	309	0	19	434	9	422	2.951e-36	143
lmr(A)	WP_064760451.1	0.253	416	309	0	19	434	9	422	3.9680000000000005e-36	142
lmr(A)	WP_096941464.1	0.251	416	309	0	19	434	9	422	1.2960000000000001e-35	141
lnu(E)	WP_011428879.1	0.843	157	24	0	4	160	4	160	3.934e-86	276
lnu(E)	WP_000700648.1	0.841	157	25	0	4	160	4	160	7.394e-86	275
lnu(E)	WP_004308783.1	0.61	152	59	0	3	154	4	155	4.439e-54	183
mcr-9	WP_023332837.1	0.846	539	83	0	1	539	1	539	3.376e-310	943
mcr-9	WP_042649074.1	0.704	538	159	0	1	538	1	538	1.196e-246	760
mcr-9	WP_111273845.1	0.703	538	159	0	1	538	1	538	2.2440000000000003e-246	759
mdf(A)	WP_032492104.1	0.26	177	130	0	20	195	17	193	3.386e-12	66
mdf(A)	WP_071846197.1	0.191	332	265	0	20	351	17	345	4.491e-12	66
mdf(A)	WP_032489896.1	0.191	332	265	0	20	351	17	345	4.491e-12	66
mdt(A)	WP_063853591.1	0.367	399	251	0	8	406	6	403	2.144e-71	245
mdt(A)	WP_032492336.1	0.345	400	259	0	8	407	6	401	2.913e-64	224
mdt(A)	WP_063853729.1	0.272	401	289	0	8	408	3	400	4.3999999999999995e-41	156
mph(I)	WP_003246254.1	0.604	297	117	0	12	307	8	304	1.629e-109	351
mph(I)	WP_087349244.1	0.568	296	127	0	14	308	6	301	3.134e-100	324
mph(I)	WP_014386803.1	0.441	292	162	0	15	306	4	293	1.751e-68	232
mph(N)	WP_000031017.1	0.86	299	42	0	1	299	1	299	1.722e-173	535
mph(N)	WP_016078774.1	0.707	298	87	0	4	301	2	298	3.475e-135	424
mph(N)	WP_002047670.1	0.541	285	130	0	4	288	7	290	5.725999999999999e-90	294
nimF	WP_063854490.1	0.786	152	32	0	1	151	1	152	1.953e-76	246
nimF	WP_063854492.1	0.766	152	35	0	1	151	1	152	5.7330000000000004e-74	239
nimF	WP_005812773.1	0.72	152	42	0	1	151	1	152	3.2829999999999997e-68	223
nimH	WP_063854492.1	0.846	152	23	0	1	152	1	152	5.901e-84	268
nimH	WP_063854490.1	0.845	152	23	0	1	152	1	152	8.092000000000001e-84	268
nimH	WP_005812773.1	0.791	152	32	0	1	152	1	152	4.223e-77	248
otr(A)	WP_063854498.1	0.441	633	347	0	1	633	1	621	4.713e-154	497
otr(A)	WP_204313008.1	0.333	663	425	0	1	663	1	638	4.7010000000000004e-104	351
otr(A)	WP_054336482.1	0.33	663	427	0	1	663	1	638	2.5800000000000002e-102	346
penA	WP_128268231.1	0.226	403	293	0	66	444	139	541	5.176000000000001e-26	112
penA	WP_069996660.1	0.208	403	299	0	66	444	139	541	7.051e-21	95
penA	WP_012655867.1	0.205	420	308	0	62	450	137	556	4.0240000000000004e-21	96
qacA	WP_112021705.1	0.341	482	314	0	14	495	16	493	8.361e-77	265
qacA	WP_064760451.1	0.34	482	315	0	14	495	16	493	1.138e-76	265
qacA	WP_096941464.1	0.339	482	315	0	14	495	16	493	3.905e-76	263
qacA4	WP_112021705.1	0.341	482	314	0	14	495	16	493	8.361e-77	265
qacA4	WP_064760451.1	0.34	482	315	0	14	495	16	493	1.138e-76	265
qacA4	WP_096941464.1	0.339	482	315	0	14	495	16	493	3.905e-76	263
qacB	WP_112021705.1	0.338	482	316	0	14	495	16	493	1.34e-75	261
qacB	WP_064760451.1	0.337	482	316	0	14	495	16	493	1.823e-75	261
qacB	WP_096941464.1	0.336	482	317	0	14	495	16	493	6.2519999999999995e-75	259
qnrA8	WP_044735234.1	0.999	218	0	0	1	218	1	218	5.216e-150	462
qnrA8	WP_012579084.1	0.996	218	1	0	1	218	1	218	1.842e-149	461
qnrA8	WP_109997726.1	0.99	218	2	0	1	218	1	218	2.296e-148	458
qnrB89	WP_063866176.1	0.922	214	17	0	1	214	1	214	1.1789999999999998e-133	415
qnrB89	WP_174771641.1	0.92	214	17	0	1	214	1	214	3.037e-133	414
qnrB89	WP_063866022.1	0.912	214	19	0	1	214	1	214	7.114e-132	410
qnrB90	WP_174771641.1	0.963	214	8	0	1	214	1	214	8.893e-141	436
qnrB90	WP_063866176.1	0.955	214	10	0	1	214	1	214	2.083e-139	432
qnrB90	WP_063866022.1	0.955	214	10	0	1	214	1	214	2.083e-139	432
qnrS3	WP_015058260.1	1.0	181	0	0	1	181	38	218	1.7950000000000001e-124	387
qnrS3	WP_063866424.1	0.999	181	0	0	1	181	38	218	1.1920000000000002e-123	384
qnrS3	WP_032495094.1	0.977	181	4	0	1	181	38	218	1.69e-120	375
tet(43)	WP_063854778.1	0.293	410	286	0	52	461	17	421	3.862e-48	180
tet(43)	WP_012372821.1	0.293	410	286	0	52	461	17	421	3.862e-48	180
tet(43)	WP_063865663.1	0.292	410	286	0	52	461	17	421	1.283e-47	178
tet(O/32/O)	WP_002872163.1	0.903	639	62	0	1	639	1	639	0.0	1204
tet(O/32/O)	WP_063856404.1	0.899	639	64	0	1	639	1	639	0.0	1199
tet(O/32/O)	WP_015573056.1	0.842	639	101	0	1	639	1	639	0.0	1112
tet(O/W)	WP_204313008.1	0.927	629	46	0	1	629	1	629	0.0	1223
tet(O/W)	WP_063856414.1	0.924	629	48	0	1	629	1	629	0.0	1218
tet(O/W)	WP_054336482.1	0.904	629	60	0	1	629	1	629	0.0	1187
tet(O/W/32/O)	WP_063856419.1	0.945	639	35	0	1	639	1	639	0.0	1269
tet(O/W/32/O)	WP_204313011.1	0.94	639	38	0	1	639	1	639	0.0	1260
